type,data-set,entityid,permission,role
RolePrivilege,0,default_data:980,mttrreopen,superuser
RolePrivilege,0,default_data:981,mttrview,superuser
RolePrivilege,0,default_data:982,ngtncreate,superuser
RolePrivilege,0,default_data:983,ngtnedit,superuser
RolePrivilege,0,default_data:984,ngtneditclsd,superuser
RolePrivilege,0,default_data:985,ngtnview,superuser
RolePrivilege,0,default_data:986,notecreate,superuser
RolePrivilege,0,default_data:987,notecreateclsd,superuser
RolePrivilege,0,default_data:988,notedelete,superuser
RolePrivilege,0,default_data:989,noteedit,superuser
RolePrivilege,0,default_data:990,noteeditbody,superuser
RolePrivilege,0,default_data:991,noteview,superuser
RolePrivilege,0,default_data:992,noteviewconf,superuser
RolePrivilege,0,default_data:993,ownsensclaim,superuser
RolePrivilege,0,default_data:994,ownsensclaimsub,superuser
RolePrivilege,0,default_data:995,paycreate,superuser
RolePrivilege,0,default_data:996,paydelete,superuser
RolePrivilege,0,default_data:997,payedit,superuser
RolePrivilege,0,default_data:998,payrecode,superuser
RolePrivilege,0,default_data:999,paystop,superuser
RolePrivilege,0,default_data:1000,payvoid,superuser
RolePrivilege,0,default_data:1001,plcyedit,superuser
RolePrivilege,0,default_data:1002,plcymakeeditable,superuser
RolePrivilege,0,default_data:1003,plcyview,superuser
RolePrivilege,0,default_data:1004,purge,superuser
RolePrivilege,0,default_data:1005,reccreate,superuser
RolePrivilege,0,default_data:1006,recdelete,superuser
RolePrivilege,0,default_data:1007,recedit,superuser
RolePrivilege,0,default_data:1008,recrescreate,superuser
RolePrivilege,0,default_data:1009,recresdelete,superuser
RolePrivilege,0,default_data:1010,recresedit,superuser
RolePrivilege,0,default_data:1011,recvoid,superuser
RolePrivilege,0,default_data:1012,regionmanage,superuser
RolePrivilege,0,default_data:1013,regionview,superuser
RolePrivilege,0,default_data:1014,report_manager,superuser
RolePrivilege,0,default_data:1015,report_user,superuser
RolePrivilege,0,default_data:1017,reporting_view,superuser
RolePrivilege,0,default_data:1018,rescreate,superuser
RolePrivilege,0,default_data:1019,resdelete,superuser
RolePrivilege,0,default_data:1020,resedit,superuser
RolePrivilege,0,default_data:1021,resyncmessage,superuser
RolePrivilege,0,default_data:1022,retrymessage,superuser
RolePrivilege,0,default_data:1023,reviewcreate,superuser
RolePrivilege,0,default_data:1024,reviewdeletecompleted,superuser
RolePrivilege,0,default_data:1025,reviewdeleteincomplete,superuser
RolePrivilege,0,default_data:1026,reviewedit,superuser
RolePrivilege,0,default_data:1027,reviewviewdetail,superuser
RolePrivilege,0,default_data:1028,reviewviewlist,superuser
RolePrivilege,0,default_data:1029,rolemanage,superuser
RolePrivilege,0,default_data:1030,roleview,superuser
RolePrivilege,0,default_data:1031,ruleadmin,superuser
RolePrivilege,0,default_data:1032,scrprmmanage,superuser
RolePrivilege,0,default_data:1033,scrprmview,superuser
RolePrivilege,0,default_data:1034,seczonemanage,superuser
RolePrivilege,0,default_data:1035,sendemail,superuser
RolePrivilege,0,default_data:1036,skipmessage,superuser
RolePrivilege,0,default_data:1037,soapadmin,superuser
RolePrivilege,0,default_data:1038,StorageUpdate,superuser
RolePrivilege,0,default_data:1039,usercreate,superuser
RolePrivilege,0,default_data:1041,useredit,superuser
RolePrivilege,0,default_data:1042,usereditattrs,superuser
RolePrivilege,0,default_data:1043,usereditlang,superuser
RolePrivilege,0,default_data:1044,usergrantauth,superuser
RolePrivilege,0,default_data:1045,usergrantroles,superuser
RolePrivilege,0,default_data:1046,userview,superuser
RolePrivilege,0,default_data:1047,userviewall,superuser
RolePrivilege,0,default_data:1049,viewactcal,superuser
RolePrivilege,0,default_data:1050,viewadmin,superuser
RolePrivilege,0,default_data:1051,viewassociations,superuser
RolePrivilege,0,default_data:1052,viewclaimbasics,superuser
RolePrivilege,0,default_data:1053,viewclaimevals,superuser
RolePrivilege,0,default_data:1054,viewclaimhistory,superuser
RolePrivilege,0,default_data:1055,viewclaimngtns,superuser
RolePrivilege,0,default_data:1056,viewclaimnotes,superuser
RolePrivilege,0,default_data:1057,viewclaimparties,superuser
RolePrivilege,0,default_data:1058,viewclaimsummary,superuser
RolePrivilege,0,default_data:1059,viewclaimsync,superuser
RolePrivilege,0,default_data:1060,viewdesktop,superuser
RolePrivilege,0,default_data:1061,viewdocs,superuser
RolePrivilege,0,default_data:1062,viewexposures,superuser
RolePrivilege,0,default_data:1063,viewfinsum,superuser
RolePrivilege,0,default_data:1064,viewmatters,superuser
RolePrivilege,0,default_data:1065,viewpolicy,superuser
RolePrivilege,0,default_data:1066,viewmednote,superuser
RolePrivilege,0,default_data:1067,viewprivnote,superuser
RolePrivilege,0,default_data:1068,viewsearch,superuser
RolePrivilege,0,default_data:1069,viewsensdoc,superuser
RolePrivilege,0,default_data:1070,viewsensnote,superuser
RolePrivilege,0,default_data:1071,viewSensMCMdetails,superuser
RolePrivilege,0,default_data:1072,viewSensSIUdetails,superuser
RolePrivilege,0,default_data:1073,viewsnapshot,superuser
RolePrivilege,0,default_data:1074,viewsubrodetails,superuser
RolePrivilege,0,default_data:1075,viewsupcalendar,superuser
RolePrivilege,0,default_data:1076,viewteam,superuser
RolePrivilege,0,default_data:1077,viewvacation,superuser
RolePrivilege,0,default_data:1078,viewworkload,superuser
RolePrivilege,0,default_data:1079,viewworkplan,superuser
RolePrivilege,0,default_data:1080,wcrefmanage,superuser
RolePrivilege,0,default_data:1081,wcrefview,superuser
RolePrivilege,0,default_data:1082,workflowview,superuser
RolePrivilege,0,default_data:1083,workflowmanage,superuser
RolePrivilege,0,default_data:1084,actpatcreate,user_admin
RolePrivilege,0,default_data:1085,actpatdelete,user_admin
RolePrivilege,0,default_data:1086,actpatedit,user_admin
RolePrivilege,0,default_data:1087,actpatview,user_admin
RolePrivilege,0,default_data:1088,actraown,user_admin
RolePrivilege,0,default_data:1089,actraunown,user_admin
RolePrivilege,0,default_data:1090,alpmanage,user_admin
RolePrivilege,0,default_data:1091,alpview,user_admin
RolePrivilege,0,default_data:1092,attrmanage,user_admin
RolePrivilege,0,default_data:1093,attrview,user_admin
RolePrivilege,0,default_data:1094,claimraown,user_admin
RolePrivilege,0,default_data:1095,claimraunown,user_admin
RolePrivilege,0,default_data:1096,clearedpayvoid,user_admin
RolePrivilege,0,default_data:1097,covverifymanage,user_admin
RolePrivilege,0,default_data:1098,covverifyview,user_admin
RolePrivilege,0,default_data:1099,debugtools,user_admin
RolePrivilege,0,default_data:1100,expraown,user_admin
RolePrivilege,0,default_data:1101,expraunown,user_admin
RolePrivilege,0,default_data:1102,groupcreate,user_admin
RolePrivilege,0,default_data:1103,groupdelete,user_admin
RolePrivilege,0,default_data:1104,groupedit,user_admin
RolePrivilege,0,default_data:1105,grouptreeview,user_admin
RolePrivilege,0,default_data:1106,groupview,user_admin
RolePrivilege,0,default_data:1107,holidaymanage,user_admin
RolePrivilege,0,default_data:1108,holidayview,user_admin
RolePrivilege,0,default_data:1109,manageldfctrs,user_admin
RolePrivilege,0,default_data:1110,mttrraown,user_admin
RolePrivilege,0,default_data:1111,mttrraunown,user_admin
RolePrivilege,0,default_data:1112,regionmanage,user_admin
RolePrivilege,0,default_data:1113,regionview,user_admin
RolePrivilege,0,default_data:1114,rolemanage,user_admin
RolePrivilege,0,default_data:1115,roleview,user_admin
RolePrivilege,0,default_data:1116,scrprmmanage,user_admin
RolePrivilege,0,default_data:1117,scrprmview,user_admin
RolePrivilege,0,default_data:1118,seczonemanage,user_admin
RolePrivilege,0,default_data:1119,soapadmin,user_admin
RolePrivilege,0,default_data:1120,usercreate,user_admin
RolePrivilege,0,default_data:1122,useredit,user_admin
RolePrivilege,0,default_data:1123,usereditattrs,user_admin
RolePrivilege,0,default_data:1124,usereditlang,user_admin
RolePrivilege,0,default_data:1125,usergrantauth,user_admin
RolePrivilege,0,default_data:1126,usergrantroles,user_admin
RolePrivilege,0,default_data:1127,userview,user_admin
RolePrivilege,0,default_data:1128,viewadmin,user_admin
RolePrivilege,0,default_data:1129,wcrefmanage,user_admin
RolePrivilege,0,default_data:1130,wcrefview,user_admin
RolePrivilege,0,default_data:1131,abview,viewer
RolePrivilege,0,default_data:1132,abviewsearch,viewer
RolePrivilege,0,default_data:1133,actview,viewer
RolePrivilege,0,default_data:1134,anytagview,viewer
RolePrivilege,0,default_data:1135,assocview,viewer
RolePrivilege,0,default_data:1136,claimview,viewer
RolePrivilege,0,default_data:1137,claimviewpay,viewer
RolePrivilege,0,default_data:1138,claimviewrec,viewer
RolePrivilege,0,default_data:1139,claimviewrecres,viewer
RolePrivilege,0,default_data:1140,claimviewres,viewer
RolePrivilege,0,default_data:1141,ctcview,viewer
RolePrivilege,0,default_data:1142,docview,viewer
RolePrivilege,0,default_data:1143,evalview,viewer
RolePrivilege,0,default_data:1144,expvalidate,viewer
RolePrivilege,0,default_data:1145,expview,viewer
RolePrivilege,0,default_data:1146,mttrview,viewer
RolePrivilege,0,default_data:1147,ngtnview,viewer
RolePrivilege,0,default_data:1148,reviewviewdetail,viewer
RolePrivilege,0,default_data:1149,reviewviewlist,viewer
RolePrivilege,0,default_data:1150,usereditlang,viewer
RolePrivilege,0,default_data:1151,viewassociations,viewer
RolePrivilege,0,default_data:1152,viewclaimbasics,viewer
RolePrivilege,0,default_data:1153,viewclaimevals,viewer
RolePrivilege,0,default_data:1154,viewclaimngtns,viewer
RolePrivilege,0,default_data:1155,viewclaimnotes,viewer
RolePrivilege,0,default_data:1156,viewclaimparties,viewer
RolePrivilege,0,default_data:1157,viewclaimsummary,viewer
RolePrivilege,0,default_data:1158,viewexposures,viewer
RolePrivilege,0,default_data:1159,viewfinsum,viewer
RolePrivilege,0,default_data:1160,viewmatters,viewer
RolePrivilege,0,default_data:1161,viewsearch,viewer
RolePrivilege,0,default_data:1162,viewsnapshot,viewer
RolePrivilege,0,default_data:1163,viewsubrodetails,viewer
RolePrivilege,0,default_data:1164,exchratemanual ,adjuster
RolePrivilege,0,default_data:1165,exchratemanual ,claims_supervisor
RolePrivilege,0,default_data:1166,exchratemanual ,clerical
RolePrivilege,0,default_data:1167,exchratemanual ,manager
RolePrivilege,0,default_data:1168,exchratemanual ,newloss_supervisor
RolePrivilege,0,default_data:1169,exchratemanual ,superuser
RolePrivilege,0,default_data:1170,reinsuranceedit,adjuster
RolePrivilege,0,default_data:1171,reinsuranceedit,superuser
RolePrivilege,0,default_data:1172,abedit,reinsurance_manager
RolePrivilege,0,default_data:1173,abview,reinsurance_manager
RolePrivilege,0,default_data:1174,abviewsearch,reinsurance_manager
RolePrivilege,0,default_data:1175,actcreate,reinsurance_manager
RolePrivilege,0,default_data:1176,actcreateclsd,reinsurance_manager
RolePrivilege,0,default_data:1177,actown,reinsurance_manager
RolePrivilege,0,default_data:1178,actqueuenext,reinsurance_manager
RolePrivilege,0,default_data:1179,actraown,reinsurance_manager
RolePrivilege,0,default_data:1180,actraunown,reinsurance_manager
RolePrivilege,0,default_data:1181,actview,reinsurance_manager
RolePrivilege,0,default_data:1182,anytagedit,reinsurance_manager
RolePrivilege,0,default_data:1183,anytagview,reinsurance_manager
RolePrivilege,0,default_data:1184,assocmanage,reinsurance_manager
RolePrivilege,0,default_data:1185,assocview,reinsurance_manager
RolePrivilege,0,default_data:1186,claimclose,reinsurance_manager
RolePrivilege,0,default_data:1187,claimedit,reinsurance_manager
RolePrivilege,0,default_data:1188,claimown,reinsurance_manager
RolePrivilege,0,default_data:1189,claimprint,reinsurance_manager
RolePrivilege,0,default_data:1190,claimprtsmanage,reinsurance_manager
RolePrivilege,0,default_data:1191,claimraown,reinsurance_manager
RolePrivilege,0,default_data:1192,claimreopen,reinsurance_manager
RolePrivilege,0,default_data:1193,claimselectplcy,reinsurance_manager
RolePrivilege,0,default_data:1194,claimusermanage,reinsurance_manager
RolePrivilege,0,default_data:1195,claimvalidate,reinsurance_manager
RolePrivilege,0,default_data:1196,claimview,reinsurance_manager
RolePrivilege,0,default_data:1197,claimviewpay,reinsurance_manager
RolePrivilege,0,default_data:1198,claimviewrec,reinsurance_manager
RolePrivilege,0,default_data:1199,claimviewrecres,reinsurance_manager
RolePrivilege,0,default_data:1200,claimviewres,reinsurance_manager
RolePrivilege,0,default_data:1201,ctccreate,reinsurance_manager
RolePrivilege,0,default_data:1202,ctcedit,reinsurance_manager
RolePrivilege,0,default_data:1203,ctcview,reinsurance_manager
RolePrivilege,0,default_data:1204,doccreate,reinsurance_manager
RolePrivilege,0,default_data:1205,doccreateclsd,reinsurance_manager
RolePrivilege,0,default_data:1206,docedit,reinsurance_manager
RolePrivilege,0,default_data:1207,docview,reinsurance_manager
RolePrivilege,0,default_data:1208,evalcreate,reinsurance_manager
RolePrivilege,0,default_data:1209,evaledit,reinsurance_manager
RolePrivilege,0,default_data:1210,evalview,reinsurance_manager
RolePrivilege,0,default_data:1211,expcreate,reinsurance_manager
RolePrivilege,0,default_data:1212,expedit,reinsurance_manager
RolePrivilege,0,default_data:1213,expown,reinsurance_manager
RolePrivilege,0,default_data:1214,expraown,reinsurance_manager
RolePrivilege,0,default_data:1215,expraunown,reinsurance_manager
RolePrivilege,0,default_data:1216,expreopen,reinsurance_manager
RolePrivilege,0,default_data:1217,expvalidate,reinsurance_manager
RolePrivilege,0,default_data:1218,expview,reinsurance_manager
RolePrivilege,0,default_data:1219,lvprint,reinsurance_manager
RolePrivilege,0,default_data:1220,mttrclose,reinsurance_manager
RolePrivilege,0,default_data:1221,mttrcreate,reinsurance_manager
RolePrivilege,0,default_data:1222,mttredit,reinsurance_manager
RolePrivilege,0,default_data:1223,mttrown,reinsurance_manager
RolePrivilege,0,default_data:1224,mttrraown,reinsurance_manager
RolePrivilege,0,default_data:1225,mttrraunown,reinsurance_manager
RolePrivilege,0,default_data:1226,mttrreopen,reinsurance_manager
RolePrivilege,0,default_data:1227,mttrview,reinsurance_manager
RolePrivilege,0,default_data:1228,notecreate,reinsurance_manager
RolePrivilege,0,default_data:1229,notecreateclsd,reinsurance_manager
RolePrivilege,0,default_data:1230,noteedit,reinsurance_manager
RolePrivilege,0,default_data:1231,noteview,reinsurance_manager
RolePrivilege,0,default_data:1232,noteviewconf,reinsurance_manager
RolePrivilege,0,default_data:1233,plcyedit,reinsurance_manager
RolePrivilege,0,default_data:1234,plcymakeeditable,reinsurance_manager
RolePrivilege,0,default_data:1235,plcyview,reinsurance_manager
RolePrivilege,0,default_data:1236,reinsuranceedit,reinsurance_manager
RolePrivilege,0,default_data:1237,sendemail,reinsurance_manager
RolePrivilege,0,default_data:1238,usereditlang,reinsurance_manager
RolePrivilege,0,default_data:1239,userviewall,reinsurance_manager
RolePrivilege,0,default_data:1240,viewactcal,reinsurance_manager
RolePrivilege,0,default_data:1241,viewassociations,reinsurance_manager
RolePrivilege,0,default_data:1242,viewclaimbasics,reinsurance_manager
RolePrivilege,0,default_data:1243,viewclaimevals,reinsurance_manager
RolePrivilege,0,default_data:1244,viewclaimhistory,reinsurance_manager
RolePrivilege,0,default_data:1245,viewclaimngtns,reinsurance_manager
RolePrivilege,0,default_data:1246,viewclaimnotes,reinsurance_manager
RolePrivilege,0,default_data:1247,viewclaimparties,reinsurance_manager
RolePrivilege,0,default_data:1248,viewclaimsummary,reinsurance_manager
RolePrivilege,0,default_data:1249,viewclaimsync,reinsurance_manager
RolePrivilege,0,default_data:1250,viewdesktop,reinsurance_manager
RolePrivilege,0,default_data:1251,viewdocs,reinsurance_manager
RolePrivilege,0,default_data:1252,viewexposures,reinsurance_manager
RolePrivilege,0,default_data:1253,viewfinsum,reinsurance_manager
RolePrivilege,0,default_data:1254,viewmatters,reinsurance_manager
RolePrivilege,0,default_data:1255,viewpolicy,reinsurance_manager
RolePrivilege,0,default_data:1256,viewsearch,reinsurance_manager
RolePrivilege,0,default_data:1257,viewSensMCMdetails,reinsurance_manager
RolePrivilege,0,default_data:1258,viewsnapshot,reinsurance_manager
RolePrivilege,0,default_data:1259,viewsubrodetails,reinsurance_manager
RolePrivilege,0,default_data:1260,viewvacation,reinsurance_manager
RolePrivilege,0,default_data:1261,viewworkload,reinsurance_manager
RolePrivilege,0,default_data:1262,viewworkplan,reinsurance_manager
RolePrivilege,0,default_data:1263,riedit,reinsurance_manager
RolePrivilege,0,default_data:1264,riview,reinsurance_manager
RolePrivilege,0,default_data:1265,editdeductible,adjuster
RolePrivilege,0,default_data:1266,editdeductible,claims_supervisor
RolePrivilege,0,default_data:1267,editdeductible,manager
RolePrivilege,0,default_data:1268,editdeductible,newloss_supervisor
RolePrivilege,0,default_data:1269,editdeductible,superuser
RolePrivilege,0,default_data:1270,reinsthresholdedit,superuser
RolePrivilege,0,default_data:1271,reinsthresholdedit,reinsurance_manager
RolePrivilege,0,default_data:1272,viewadmin,reinsurance_manager
RolePrivilege,0,default_data:1273,reinsthresholdview,superuser
RolePrivilege,0,default_data:1274,reinsthresholdview,reinsurance_manager
RolePrivilege,0,default_data:1275,toolsbatchprocessedit,superuser
RolePrivilege,0,default_data:1276,toolsbatchprocessview,superuser
RolePrivilege,0,default_data:1277,toolsclusteredit,superuser
RolePrivilege,0,default_data:1278,toolsclusterview,superuser
RolePrivilege,0,default_data:1279,toolsinfoview,superuser
RolePrivilege,0,default_data:1280,toolsJMXBeansview,superuser
RolePrivilege,0,default_data:1281,toolsjprofileredit,superuser
RolePrivilege,0,default_data:1282,toolslogedit,superuser
RolePrivilege,0,default_data:1283,toolslogview,superuser
RolePrivilege,0,default_data:1284,toolsPluginedit,superuser
RolePrivilege,0,default_data:1285,toolsPluginview,superuser
RolePrivilege,0,default_data:1286,toolsprofileredit,superuser
RolePrivilege,0,default_data:1287,toolsprofilerview,superuser
RolePrivilege,0,default_data:1288,toolsworkqueueedit,superuser
RolePrivilege,0,default_data:1289,toolsworkqueueview,superuser
RolePrivilege,0,default_data:1290,toolsbatchprocessview,toolview
RolePrivilege,0,default_data:1291,toolsclusterview,toolview
RolePrivilege,0,default_data:1292,toolsinfoview,toolview
RolePrivilege,0,default_data:1293,toolsJMXBeansview,toolview
RolePrivilege,0,default_data:1294,toolslogview,toolview
RolePrivilege,0,default_data:1295,toolsPluginview,toolview
RolePrivilege,0,default_data:1296,toolsprofilerview,toolview
RolePrivilege,0,default_data:1297,buswkmanage,superuser
RolePrivilege,0,default_data:1298,buswkview,superuser
RolePrivilege,0,default_data:1299,zonemanage,superuser
RolePrivilege,0,default_data:1300,zoneview,superuser
RolePrivilege,0,default_data:1301,orgcreate,superuser
RolePrivilege,0,default_data:1302,orgdelete,superuser
RolePrivilege,0,default_data:1303,orgeditbasic,superuser
RolePrivilege,0,default_data:1304,orgsearch,superuser
RolePrivilege,0,default_data:1305,orgviewbasic,superuser
RolePrivilege,0,default_data:1306,viewrefdata,superuser
RolePrivilege,0,default_data:1307,editrefdata,superuser
RolePrivilege,0,default_data:1308,riedit,superuser
RolePrivilege,0,default_data:1309,riview,superuser
RolePrivilege,0,default_data:1310,viewpolicysystem,adjuster
RolePrivilege,0,default_data:1311,viewpolicysystem,claims_supervisor
RolePrivilege,0,default_data:1312,viewpolicysystem,manager
RolePrivilege,0,default_data:1313,viewpolicysystem,newloss_supervisor
RolePrivilege,0,default_data:1314,viewpolicysystem,superuser
RolePrivilege,0,default_data:1315,actview,underwriter
RolePrivilege,0,default_data:1316,assocview,underwriter
RolePrivilege,0,default_data:1317,claimprint,underwriter
RolePrivilege,0,default_data:1318,claimview,underwriter
RolePrivilege,0,default_data:1319,claimviewpay,underwriter
RolePrivilege,0,default_data:1320,claimviewrec,underwriter
RolePrivilege,0,default_data:1321,claimviewrecres,underwriter
RolePrivilege,0,default_data:1322,claimviewres,underwriter
RolePrivilege,0,default_data:1323,ctcview,underwriter
RolePrivilege,0,default_data:1324,docview,underwriter
RolePrivilege,0,default_data:1325,evalview,underwriter
RolePrivilege,0,default_data:1326,expview,underwriter
RolePrivilege,0,default_data:1327,lvprint,underwriter
RolePrivilege,0,default_data:1328,mttrview,underwriter
RolePrivilege,0,default_data:1329,ngtnview,underwriter
RolePrivilege,0,default_data:1330,noteview,underwriter
RolePrivilege,0,default_data:1331,plcyview,underwriter
RolePrivilege,0,default_data:1332,reviewviewdetail,underwriter
RolePrivilege,0,default_data:1333,reviewviewlist,underwriter
RolePrivilege,0,default_data:1334,viewassociations,underwriter
RolePrivilege,0,default_data:1335,viewclaimbasics,underwriter
RolePrivilege,0,default_data:1336,viewclaimevals,underwriter
RolePrivilege,0,default_data:1337,viewclaimngtns,underwriter
RolePrivilege,0,default_data:1338,viewclaimnotes,underwriter
RolePrivilege,0,default_data:1339,viewclaimparties,underwriter
RolePrivilege,0,default_data:1340,viewclaimsummary,underwriter
RolePrivilege,0,default_data:1341,viewdocs,underwriter
RolePrivilege,0,default_data:1342,viewexposures,underwriter
RolePrivilege,0,default_data:1343,viewfinsum,underwriter
RolePrivilege,0,default_data:1344,viewmatters,underwriter
RolePrivilege,0,default_data:1345,viewpolicy,underwriter
RolePrivilege,0,default_data:1346,viewsearch,underwriter
RolePrivilege,0,default_data:1347,viewsnapshot,underwriter
RolePrivilege,0,default_data:1348,viewsubrodetails,underwriter
RolePrivilege,0,default_data:1349,viewworkplan,underwriter
RolePrivilege,0,default_data:1350,reporting_view,adjuster
RolePrivilege,0,default_data:1351,toolsJMXBeansEdit,superuser
RolePrivilege,0,default_data:1352,metriclimitmanage,superuser
RolePrivilege,0,default_data:1353,toolsCacheinfoview,superuser
RolePrivilege,0,default_data:1354,accountview,superuser
RolePrivilege,0,default_data:1355,accountmng,superuser
RolePrivilege,0,default_data:1356,accountview,account_manager
RolePrivilege,0,default_data:1357,accountmng,account_manager
RolePrivilege,0,default_data:1358,unsetcovinquestion,manager
RolePrivilege,0,default_data:1359,unsetcovinquestion,claims_supervisor
RolePrivilege,0,default_data:1360,unsetcovinquestion,newloss_supervisor
RolePrivilege,0,default_data:1361,unsetcovinquestion,superuser
RolePrivilege,0,default_data:1362,ignoreacl,reinsurance_manager
RolePrivilege,0,default_data:1363,custsvctierview,custsvctier_manager
RolePrivilege,0,default_data:1364,custsvctiermng,custsvctier_manager
RolePrivilege,0,default_data:1365,custsvctierview,superuser
RolePrivilege,0,default_data:1366,custsvctiermng,superuser
RolePrivilege,0,default_data:1367,wwlmanage,superuser
RolePrivilege,0,default_data:1368,wwlview,superuser
RolePrivilege,0,default_data:1369,wwlcmanage,superuser
RolePrivilege,0,default_data:1370,wwlcview,superuser
RolePrivilege,0,default_data:1371,wwlmanage,manager
RolePrivilege,0,default_data:1372,wwlview,manager
RolePrivilege,0,default_data:1373,soapadmin,webservice_client
RolePrivilege,0,default_data:1374,admindatachangeview,superuser
RolePrivilege,0,default_data:1375,wsdatachangeedit,superuser
RolePrivilege,0,default_data:1376,admindatachangeexec,superuser
RolePrivilege,0,default_data:1377,changecontactsubtype,superuser
RolePrivilege,0,default_data:1378,changecontactsubtype,contact_subtype
RolePrivilege,0,default_data:1379,soapadmin,contact_subtype
RolePrivilege,0,default_data:1380,actqueueassign,superuser
RolePrivilege,0,default_data:1381,subroown,adjuster
RolePrivilege,0,default_data:1382,subroown,claims_supervisor
RolePrivilege,0,default_data:1383,subroown,manager
RolePrivilege,0,default_data:1384,subroown,newloss_supervisor
RolePrivilege,0,default_data:1385,subroown,superuser
RolePrivilege,0,default_data:1386,wwlview,claims_supervisor
RolePrivilege,0,default_data:1387,activityruleedit,superuser
RolePrivilege,0,default_data:1388,activityruleview,superuser
RolePrivilege,0,default_data:1389,activityruleimport,superuser
RolePrivilege,0,default_data:1390,activityruleapprove,superuser
RolePrivilege,0,default_data:1391,activityruledeploy,superuser
RolePrivilege,0,default_data:1392,activityruleview,activity_rules_viewer
RolePrivilege,0,default_data:1393,activityruleedit,activity_rules_editor
RolePrivilege,0,default_data:1394,activityruleview,activity_rules_editor
RolePrivilege,0,default_data:1395,activityruleedit,activity_rules_admin
RolePrivilege,0,default_data:1396,activityruleview,activity_rules_admin
RolePrivilege,0,default_data:1397,activityruleimport,activity_rules_admin
RolePrivilege,0,default_data:1398,activityruleapprove,activity_rules_admin
RolePrivilege,0,default_data:1399,activityruledeploy,activity_rules_admin
